,collection_date,country,db_xref,genotype,host,isolate,mol_type,note,organism,subtype,chromosome,clone,culture_collection,isolation_source,map,serotype,strain,PCR_primers,collected_by,lab_host,identified_by,lat_lon,pop_variant,cell_type,clone_lib,dev_stage,sex,tissue_type
1538,08-Mar-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_9466_22_RSVA_2010,viral cRNA,genotype: subtype40,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1539,09-Apr-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_11863_7_RSVA_2010,viral cRNA,genotype: subtype6,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1540,26-Feb-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_9466_20_RSVA_2010,viral cRNA,genotype: subtype40,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1541,02-Apr-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_11865_73_RSVA_2010,viral cRNA,genotype: subtype5,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1542,25-Mar-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_11863_13_RSVA_2010,viral cRNA,genotype: subtype14,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1543,20-Apr-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_11863_3_RSVA_2010,viral cRNA,genotype: subtype5,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1544,26-Apr-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_9698_22_RSVA_2010,viral cRNA,genotype: subtype38,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1545,29-Apr-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_10589_24_RSVA_2010,viral cRNA,genotype: subtype38,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1546,26-Mar-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_10025_18_RSVA_2010,viral cRNA,genotype: subtype5,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1547,22-Feb-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_9465_16_RSVA_2010,viral cRNA,genotype: subtype40,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1548,03-May-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_11864_39_RSVA_2010,viral cRNA,genotype: subtype38,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1549,09-Mar-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_11863_10_RSVA_2010,viral cRNA,genotype: subtype14,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1550,29-Apr-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_9698_26_RSVA_2010,viral cRNA,genotype: subtype38,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1551,01-Mar-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_9466_21_RSVA_2010,viral cRNA,genotype: subtype40,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1552,05-Apr-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_10025_28_RSVA_2010,viral cRNA,genotype: subtype5,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1553,27-Feb-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_10010_52_RSVA_2010,viral cRNA,genotype: subtype29,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1554,23-Apr-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_11862_20_RSVA_2010,viral cRNA,genotype: subtype38,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1555,09-Apr-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_10014_33_RSVA_2010,viral cRNA,genotype: subtype5,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1556,26-Mar-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_10014_43_RSVA_2010,viral cRNA,genotype: subtype26,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1557,26-Apr-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_11862_24_RSVA_2010,viral cRNA,genotype: subtype38,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1558,18-Feb-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_9465_14_RSVA_2010,viral cRNA,genotype: subtype40,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1559,27-Feb-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_10010_54_RSVA_2010,viral cRNA,genotype: subtype29,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1560,23-Mar-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_10028_16_RSVA_2010,viral cRNA,genotype: subtype5,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1561,27-Apr-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_11864_51_RSVA_2010,viral cRNA,genotype: subtype57,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1562,22-Apr-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_11862_21_RSVA_2010,viral cRNA,genotype: subtype38,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1563,02-Apr-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_10025_26_RSVA_2010,viral cRNA,genotype: subtype5,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1564,13-Apr-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_10014_35_RSVA_2010,viral cRNA,genotype: subtype5,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1565,26-Feb-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_9466_19_RSVA_2010,viral cRNA,genotype: subtype40,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1566,29-Apr-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_11862_36_RSVA_2010,viral cRNA,genotype: subtype38,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1567,26-Apr-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_11862_34_RSVA_2010,viral cRNA,genotype: subtype31,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1568,18-Mar-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_9696_38_RSVA_2010,viral cRNA,genotype: subtype14,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1569,11-Mar-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_9696_41_RSVA_2010,viral cRNA,genotype: subtype26,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1570,27-Feb-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_9697_14_RSVA_2010,viral cRNA,genotype: subtype51,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1571,15-Mar-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_11863_12_RSVA_2010,viral cRNA,genotype: subtype14,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1572,06-May-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_9698_28_RSVA_2010,viral cRNA,genotype: subtype38,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1573,27-Mar-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_10002_69_RSVA_2010,viral cRNA,genotype: subtype29,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1574,03-Mar-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_9696_43_RSVA_2010,viral cRNA,genotype: subtype57,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1575,26-Mar-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_10025_17_RSVA_2010,viral cRNA,genotype: subtype5,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1576,06-Apr-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_11863_14_RSVA_2010,viral cRNA,genotype: subtype31,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1577,11-Mar-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_10590_37_RSVA_2010,viral cRNA,genotype: subtype14,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1578,03-May-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_10589_27_RSVA_2010,viral cRNA,genotype: subtype38,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1579,16-Mar-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_9466_24_RSVA_2010,viral cRNA,genotype: subtype40,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1580,09-Apr-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_10025_30_RSVA_2010,viral cRNA,genotype: subtype5,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1581,03-Mar-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_10010_56_RSVA_2010,viral cRNA,genotype: subtype29,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1582,17-Mar-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_10028_6_RSVA_2010,viral cRNA,genotype: subtype57,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1583,27-Feb-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_10010_49_RSVA_2010,viral cRNA,genotype: subtype29,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1584,16-Apr-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_11863_16_RSVA_2010,viral cRNA,genotype: subtype31,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1585,30-Apr-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_11863_5_RSVA_2010,viral cRNA,genotype: subtype5,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1586,02-Apr-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_10025_27_RSVA_2010,viral cRNA,genotype: subtype5,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1587,21-Mar-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_11864_50_RSVA_2010,viral cRNA,genotype: subtype57,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1588,01-Mar-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_11863_9_RSVA_2010,viral cRNA,genotype: subtype14,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1589,26-Apr-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_11862_22_RSVA_2010,viral cRNA,genotype: subtype38,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1590,02-Apr-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_11866_61_RSVA_2010,viral cRNA,genotype: subtype5,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1591,22-Mar-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_10014_41_RSVA_2010,viral cRNA,genotype: subtype26,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1592,29-Apr-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_11864_37_RSVA_2010,viral cRNA,genotype: subtype38,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1593,07-Mar-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_10590_44_RSVA_2010,viral cRNA,genotype: subtype57,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1594,02-Apr-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_10025_23_RSVA_2010,viral cRNA,genotype: subtype5,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1595,26-Apr-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_9698_21_RSVA_2010,viral cRNA,genotype: subtype38,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1596,30-Mar-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_10025_21_RSVA_2010,viral cRNA,genotype: subtype5,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1597,27-Feb-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_10010_53_RSVA_2010,viral cRNA,genotype: subtype29,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1598,21-Mar-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_10028_7_RSVA_2010,viral cRNA,genotype: subtype57,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1599,03-Mar-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_10010_55_RSVA_2010,viral cRNA,genotype: subtype29,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1600,17-May-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_11862_35_RSVA_2010,viral cRNA,genotype: subtype31,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1601,04-Mar-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_9696_35_RSVA_2010,viral cRNA,genotype: subtype14,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1602,08-Mar-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_10590_33_RSVA_2010,viral cRNA,genotype: subtype14,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1603,06-Apr-2010,Kenya,taxon:11250,NaN,Homo sapiens,Kilifi_11863_15_RSVA_2010,viral cRNA,genotype: subtype31,Human orthopneumovirus,NaN,,,,,,,,,,,,,,,,,,
1604,24-Feb-2011,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVB",Human orthopneumovirus,B,,,,,,,RSVB/Homo sapiens/JOR/A0161/2011,,,,,,,,,,,
1605,11-Feb-2013,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVB",Human orthopneumovirus,B,,,,,,,RSVB/Homo sapiens/JOR/D3717/2013,,,,,,,,,,,
1606,09-Jan-2012,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVA",Human orthopneumovirus,A,,,,,,,RSVA/Homo sapiens/JOR/D3332/2012,,,,,,,,,,,
1607,17-Jan-2013,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVB",Human orthopneumovirus,B,,,,,,,RSVB/Homo sapiens/JOR/A0689/2013,,,,,,,,,,,
1608,16-Feb-2012,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVA",Human orthopneumovirus,A,,,,,,,RSVA/Homo sapiens/JOR/A0417/2012,,,,,,,,,,,
1609,26-Jan-2011,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVA",Human orthopneumovirus,A,,,,,,,RSVA/Homo sapiens/JOR/C2121/2011,,,,,,,,,,,
1610,23-Jan-2012,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVA",Human orthopneumovirus,A,,,,,,,RSVA/Homo sapiens/JOR/C2354/2012,,,,,,,,,,,
1611,18-Apr-2011,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVA",Human orthopneumovirus,A,,,,,,,RSVA/Homo sapiens/JOR/A0215/2011,,,,,,,,,,,
1612,27-Mar-2013,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVB",Human orthopneumovirus,B,,,,,,,RSVB/Homo sapiens/JOR/D3772/2013,,,,,,,,,,,
1613,20-Mar-2011,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVA",Human orthopneumovirus,A,,,,,,,RSVA/Homo sapiens/JOR/C2196/2011,,,,,,,,,,,
1614,05-Feb-2012,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVA",Human orthopneumovirus,A,,,,,,,RSVA/Homo sapiens/JOR/D3371/2012,,,,,,,,,,,
1615,31-Mar-2010,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVB",Human orthopneumovirus,B,,,,,,,RSVB/Homo sapiens/JOR/A0009/2010,,,,,,,,,,,
1616,12-Feb-2012,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVA",Human orthopneumovirus,A,,,,,,,RSVA/Homo sapiens/JOR/B1454/2012,,,,,,,,,,,
1617,26-Dec-2010,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVA",Human orthopneumovirus,A,,,,,,,RSVA/Homo sapiens/JOR/C2089/2010,,,,,,,,,,,
1618,20-Feb-2011,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVA",Human orthopneumovirus,A,,,,,,,RSVA/Homo sapiens/JOR/B1185/2011,,,,,,,,,,,
1619,05-Apr-2012,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVB",Human orthopneumovirus,B,,,,,,,RSVB/Homo sapiens/JOR/C2486/2012,,,,,,,,,,,
1620,24-Apr-2012,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVB",Human orthopneumovirus,B,,,,,,,RSVB/Homo sapiens/JOR/D3504/2012,,,,,,,,,,,
1621,21-Mar-2010,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVB",Human orthopneumovirus,B,,,,,,,RSVB/Homo sapiens/JOR/D3002/2010,,,,,,,,,,,
1622,03-Mar-2013,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVB",Human orthopneumovirus,B,,,,,,,RSVB/Homo sapiens/JOR/A0751/2013,,,,,,,,,,,
1623,13-Mar-2012,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVA",Human orthopneumovirus,A,,,,,,,RSVA/Homo sapiens/JOR/B1515/2012,,,,,,,,,,,
1624,13-Mar-2013,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVB",Human orthopneumovirus,B,,,,,,,RSVB/Homo sapiens/JOR/A0767/2013,,,,,,,,,,,
1625,09-Feb-2012,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVA",Human orthopneumovirus,A,,,,,,,RSVA/Homo sapiens/JOR/B1442/2012,,,,,,,,,,,
1626,05-May-2010,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVA",Human orthopneumovirus,A,,,,,,,RSVA/Homo sapiens/JOR/B1035/2010,,,,,,,,,,,
1627,06-Feb-2011,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVA",Human orthopneumovirus,A,,,,,,,RSVA/Homo sapiens/JOR/A0108/2011,,,,,,,,,,,
1628,08-Jan-2012,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVA",Human orthopneumovirus,A,,,,,,,RSVA/Homo sapiens/JOR/B1391/2012,,,,,,,,,,,
1629,30-Jan-2012,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVA",Human orthopneumovirus,A,,,,,,,RSVA/Homo sapiens/JOR/B1432/2012,,,,,,,,,,,
1630,06-Mar-2012,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVA",Human orthopneumovirus,A,,,,,,,RSVA/Homo sapiens/JOR/D3431/2012,,,,,,,,,,,
1631,26-Feb-2013,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVB",Human orthopneumovirus,B,,,,,,,RSVB/Homo sapiens/JOR/C2739/2013,,,,,,,,,,,
1632,20-Mar-2011,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVA",Human orthopneumovirus,A,,,,,,,RSVA/Homo sapiens/JOR/C2201/2011,,,,,,,,,,,
1633,26-Jan-2012,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVA",Human orthopneumovirus,A,,,,,,,RSVA/Homo sapiens/JOR/C2356/2012,,,,,,,,,,,
1634,31-Jan-2013,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVB",Human orthopneumovirus,B,,,,,,,RSVB/Homo sapiens/JOR/A0714/2013,,,,,,,,,,,
1635,12-Feb-2012,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVA",Human orthopneumovirus,A,,,,,,,RSVA/Homo sapiens/JOR/B1464/2012,,,,,,,,,,,
1636,27-Jun-2010,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVB",Human orthopneumovirus,B,,,,,,,RSVB/Homo sapiens/JOR/C2038/2010,,,,,,,,,,,
1637,01-Feb-2012,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVA",Human orthopneumovirus,A,,,,,,,RSVA/Homo sapiens/JOR/C2381/2012,,,,,,,,,,,
1638,20-Feb-2012,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVA",Human orthopneumovirus,A,,,,,,,RSVA/Homo sapiens/JOR/C2408/2012,,,,,,,,,,,
1639,01-Mar-2011,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVA",Human orthopneumovirus,A,,,,,,,RSVA/Homo sapiens/JOR/D3141/2011,,,,,,,,,,,
1640,26-Mar-2013,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVA",Human orthopneumovirus,A,,,,,,,RSVA/Homo sapiens/JOR/C2769/2013,,,,,,,,,,,
1641,27-Dec-2012,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVB",Human orthopneumovirus,B,,,,,,,RSVB/Homo sapiens/JOR/A0656/2012,,,,,,,,,,,
1642,28-Feb-2012,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVA",Human orthopneumovirus,A,,,,,,,RSVA/Homo sapiens/JOR/D3416/2012,,,,,,,,,,,
1643,19-Dec-2011,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVA",Human orthopneumovirus,A,,,,,,,RSVA/Homo sapiens/JOR/D3317/2011,,,,,,,,,,,
1644,17-Mar-2013,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVB",Human orthopneumovirus,B,,,,,,,RSVB/Homo sapiens/JOR/D3759/2013,,,,,,,,,,,
1645,06-Jan-2013,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVB",Human orthopneumovirus,B,,,,,,,RSVB/Homo sapiens/JOR/B1725/2013,,,,,,,,,,,
1646,19-Jan-2011,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVA",Human orthopneumovirus,A,,,,,,,RSVA/Homo sapiens/JOR/D3090/2011,,,,,,,,,,,
1647,31-Dec-2012,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVA",Human orthopneumovirus,A,,,,,,,RSVA/Homo sapiens/JOR/C2659/2012,,,,,,,,,,,
1648,15-Jun-2010,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVA",Human orthopneumovirus,A,,,,,,,RSVA/Homo sapiens/JOR/D3040/2010,,,,,,,,,,,
1649,22-Mar-2010,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVA",Human orthopneumovirus,A,,,,,,,RSVA/Homo sapiens/JOR/D3007/2010,,,,,,,,,,,
1650,24-Mar-2010,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVB",Human orthopneumovirus,B,,,,,,,RSVB/Homo sapiens/JOR/B1011/2010,,,,,,,,,,,
1651,13-Feb-2011,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVB",Human orthopneumovirus,B,,,,,,,RSVB/Homo sapiens/JOR/D3125/2011,,,,,,,,,,,
1652,05-Feb-2013,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVB",Human orthopneumovirus,B,,,,,,,RSVB/Homo sapiens/JOR/C2706/2013,,,,,,,,,,,
1653,19-Mar-2012,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVA",Human orthopneumovirus,A,,,,,,,RSVA/Homo sapiens/JOR/B1525/2012,,,,,,,,,,,
1654,05-Feb-2012,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVA",Human orthopneumovirus,A,,,,,,,RSVA/Homo sapiens/JOR/D3370/2012,,,,,,,,,,,
1655,09-Feb-2011,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVA",Human orthopneumovirus,A,,,,,,,RSVA/Homo sapiens/JOR/C2147/2011,,,,,,,,,,,
1656,13-Mar-2013,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVB",Human orthopneumovirus,B,,,,,,,RSVB/Homo sapiens/JOR/A0765/2013,,,,,,,,,,,
1657,15-Jan-2013,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVB",Human orthopneumovirus,B,,,,,,,RSVB/Homo sapiens/JOR/C2678/2013,,,,,,,,,,,
1658,31-Jan-2012,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVA",Human orthopneumovirus,A,,,,,,,RSVA/Homo sapiens/JOR/A0400/2012,,,,,,,,,,,
1659,31-Jan-2011,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVB",Human orthopneumovirus,B,,,,,,,RSVB/Homo sapiens/JOR/B1139/2011,,,,,,,,,,,
1660,20-Feb-2013,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVB",Human orthopneumovirus,B,,,,,,,RSVB/Homo sapiens/JOR/C2730/2013,,,,,,,,,,,
1661,23-Oct-2012,Jordan: Amman,taxon:11250,NaN,Homo sapiens,,viral cRNA,"passage history: P0;
subtype: RSVA",Human orthopneumovirus,A,,,,,,,RSVA/Homo sapiens/JOR/A0614/2012,,,,,,,,,,,
